company_age_years,annual_revenue_lakhs,profit_margin_pct,monthly_burn_rate_lakhs,market_size_cr,team_size,sector,business_model,required_investment_lakhs,monthly_active_users,growth_rate_pct,investment_ready,recommended_investor_type,suggested_funding_range
1,13.09,-11.74,3.0,245.94,2,HealthTech,Marketplace,36.51,123210,25.0,0,Angel,₹0–3L
13,20.12,3.31,2.64,126.27,50,Entertainment,B2B2C,39.74,91274,-1.21,1,Angel,₹0–3L
19,45.58,-2.66,4.25,410.46,76,EdTech,Marketplace,69.77,194202,16.62,1,Angel,₹0–3L
7,14.9,1.8,2.36,58.15,82,EdTech,B2C,18.79,36476,14.71,1,Angel,₹0–3L
17,33.5,5.37,5.87,241.06,9,Entertainment,B2C,65.07,157811,34.24,1,Angel,₹0–3L
3,13.66,16.64,1.84,97.12,29,E-commerce,B2B2C,17.98,57598,10.76,0,Angel,₹0–3L
7,109.25,3.14,22.85,494.51,3,AI/ML,Subscription,182.9,236682,-16.06,0,Angel,₹0–3L
6,166.7,-1.84,10.36,598.7,26,SaaS,Subscription,444.24,352350,19.55,1,Seed Fund,₹3–15L
14,8.02,3.78,1.0,86.78,68,HealthTech,Marketplace,18.48,40883,42.39,1,Angel,₹0–3L
14,11.26,-1.23,2.0,101.02,39,E-commerce,B2C,30.32,34542,20.58,1,Angel,₹0–3L
1,36.98,-3.2,2.84,270.89,30,Entertainment,B2C,95.46,215737,-2.08,0,Angel,₹0–3L
3,44.23,-11.35,5.36,113.18,53,EdTech,Subscription,128.64,41152,-7.17,0,Angel,₹0–3L
8,27.17,8.84,6.57,143.77,20,SaaS,B2C,25.69,48331,-3.56,1,Angel,₹0–3L
6,39.23,1.19,6.43,151.07,79,AgriTech,B2C,136.68,111684,40.15,1,Angel,₹0–3L
17,6.73,19.6,1.6,50.0,40,Entertainment,B2B2C,12.26,22545,6.72,1,Angel,₹0–3L
11,32.58,-9.36,6.07,146.98,29,AgriTech,Subscription,84.65,91885,-0.72,1,Angel,₹0–3L
13,6.95,1.5,1.3,91.58,54,FinTech,Subscription,17.17,42538,7.75,0,Angel,₹0–3L
6,6.53,29.76,1.02,105.09,63,AI/ML,B2B,13.79,52095,7.73,1,Angel,₹0–3L
5,87.27,-3.25,4.6,407.7,79,E-commerce,Subscription,304.28,175743,33.24,1,Seed Fund,₹0–3L
18,11.67,5.16,1.63,61.59,34,FinTech,Subscription,11.62,29039,-4.79,1,Angel,₹0–3L
18,25.68,-6.58,2.01,262.24,67,SaaS,B2B,42.35,132520,27.16,1,Angel,₹0–3L
14,35.49,-8.17,8.86,122.09,42,SaaS,B2C,25.15,80602,11.15,0,Angel,₹0–3L
18,48.5,26.58,3.95,122.02,24,SaaS,B2C,42.77,67813,30.32,1,Angel,₹0–3L
11,48.64,10.06,3.55,258.08,20,AgriTech,Marketplace,125.57,199179,34.58,1,Angel,₹0–3L
1,50.58,9.62,8.27,188.3,12,EdTech,B2C,15.96,60433,12.07,1,Angel,₹0–3L
10,85.64,-12.33,11.78,221.28,21,HealthTech,Subscription,269.56,122043,4.25,0,Angel,₹3–15L
12,99.68,12.33,2.48,292.28,67,E-commerce,Marketplace,231.87,173065,12.02,1,Angel,₹0–3L
3,24.98,21.9,1.24,117.69,57,E-commerce,Marketplace,42.74,89458,10.4,1,Angel,₹0–3L
0,29.79,21.8,6.15,96.68,8,EdTech,B2C,40.52,31381,-13.04,0,Angel,₹0–3L
1,6.59,16.02,1.0,69.44,2,EdTech,Marketplace,10.0,40741,34.62,1,Angel,₹0–3L
13,19.09,-5.55,1.02,83.28,12,Entertainment,B2B,62.03,60529,13.22,1,Angel,₹0–3L
17,172.71,11.8,21.93,1169.54,20,HealthTech,Marketplace,445.49,492334,-6.46,1,Seed Fund,₹3–15L
10,37.74,16.02,2.95,354.7,32,HealthTech,B2B2C,51.95,261821,-19.68,1,Angel,₹0–3L
10,11.48,-13.53,1.0,57.64,69,HealthTech,B2B,10.0,17841,-26.04,0,Angel,₹0–3L
18,5.64,-5.45,1.35,58.81,26,FinTech,Subscription,10.0,39179,21.1,1,Angel,₹0–3L
16,61.27,18.67,6.33,207.95,82,FinTech,B2C,54.58,159406,2.27,0,Angel,₹0–3L
16,45.65,18.52,1.4,217.69,2,EdTech,B2C,128.54,136841,4.72,1,Angel,₹0–3L
1,51.41,-10.57,12.5,217.94,31,SaaS,B2B2C,133.81,113222,16.44,1,Angel,₹0–3L
1,12.57,17.54,2.55,124.16,59,Entertainment,B2C,23.81,40032,3.72,1,Angel,₹0–3L
12,13.45,9.15,1.06,135.94,61,SaaS,Subscription,42.15,103318,18.96,1,Angel,₹0–3L
5,47.46,17.38,5.41,186.7,31,E-commerce,Marketplace,41.68,99913,12.88,1,Angel,₹0–3L
14,62.22,0.4,13.58,157.61,65,FinTech,B2C,108.65,49568,8.77,1,Angel,₹0–3L
10,5.0,15.74,1.0,50.0,60,EdTech,Subscription,12.87,32245,-12.28,0,Angel,₹0–3L
3,18.95,18.13,2.85,126.36,22,AgriTech,B2B,10.0,68350,-0.79,1,Angel,₹0–3L
18,28.98,3.79,4.14,81.78,47,Entertainment,Subscription,43.25,29617,19.35,0,Angel,₹0–3L
13,12.63,8.22,1.42,167.78,57,AgriTech,B2B2C,26.9,68308,0.45,0,Angel,₹0–3L
17,427.7,0.32,71.46,1199.53,24,FinTech,Subscription,630.34,398536,28.11,1,Seed Fund,₹3–15L
16,44.82,27.83,5.78,191.95,82,HealthTech,B2C,82.32,112703,47.52,1,Angel,₹0–3L
7,22.99,6.56,1.0,119.17,19,AgriTech,Marketplace,51.63,72813,20.39,1,Angel,₹0–3L
12,44.82,-3.05,9.29,282.95,43,EdTech,Subscription,66.28,156433,32.14,1,Angel,₹0–3L
14,32.04,-0.58,1.47,208.07,8,AgriTech,B2B2C,20.48,147429,20.76,0,Angel,₹0–3L
10,31.27,9.53,3.96,199.15,42,HealthTech,B2B,23.34,145481,2.78,1,Angel,₹0–3L
15,81.63,17.06,12.52,226.96,13,AI/ML,B2B2C,162.16,137952,14.42,1,Angel,₹0–3L
17,189.93,-7.98,34.62,626.14,32,AgriTech,B2B,163.18,191836,39.53,0,Angel,₹0–3L
11,19.13,30.18,2.19,67.25,2,E-commerce,Subscription,60.2,43550,4.66,1,Angel,₹0–3L
11,68.14,11.72,12.89,206.76,59,HealthTech,Marketplace,202.33,105239,-4.61,1,Angel,₹0–3L
5,10.86,13.6,1.0,77.6,48,E-commerce,B2B2C,15.39,45222,-5.88,1,Angel,₹0–3L
5,58.31,6.85,9.93,218.95,67,EdTech,Marketplace,172.55,136745,7.31,1,Angel,₹0–3L
3,16.46,8.24,3.46,78.02,31,Entertainment,Subscription,33.03,37067,-4.37,1,Angel,₹0–3L
0,35.89,6.23,8.06,110.81,68,Entertainment,Marketplace,29.03,84057,35.63,1,Angel,₹0–3L
16,19.1,20.22,2.93,120.72,40,SaaS,Marketplace,43.28,44301,14.93,1,Angel,₹0–3L
3,80.84,7.93,7.43,293.85,42,SaaS,B2B2C,200.02,186817,25.24,1,Angel,₹0–3L
16,101.28,17.23,5.83,282.29,92,AI/ML,Subscription,57.57,85300,6.96,1,Angel,₹0–3L
4,11.84,2.8,1.18,62.05,27,E-commerce,Marketplace,15.46,47305,-6.87,1,Angel,₹0–3L
8,11.31,10.35,1.63,154.23,70,SaaS,B2B,10.0,54945,-8.78,1,Angel,₹0–3L
5,20.83,-1.64,1.36,90.31,51,AgriTech,B2C,27.34,31378,-3.76,1,Angel,₹0–3L
11,10.52,22.6,2.52,61.5,25,FinTech,B2B,14.45,28690,17.1,1,Angel,₹0–3L
16,36.37,-2.0,8.23,127.5,7,AgriTech,Marketplace,84.26,62063,17.63,1,Angel,₹0–3L
9,45.79,4.11,1.26,119.59,14,AgriTech,Subscription,42.9,48690,19.39,1,Angel,₹0–3L
1,178.47,4.27,26.64,811.35,68,EdTech,B2B,70.72,480775,-11.97,1,Angel,₹0–3L
0,42.84,3.76,8.63,200.95,83,AI/ML,Subscription,56.12,104788,10.31,1,Angel,₹0–3L
12,15.79,16.67,1.21,56.58,42,FinTech,B2B,46.46,17941,-4.0,1,Angel,₹0–3L
0,8.62,4.2,1.21,99.95,43,SaaS,Subscription,13.59,45959,16.37,1,Angel,₹0–3L
12,42.09,24.74,4.77,303.37,59,Entertainment,Marketplace,68.53,213944,19.25,1,Angel,₹0–3L
2,237.96,-1.76,15.52,640.28,41,FinTech,B2B2C,428.53,412886,-7.73,0,Seed Fund,₹3–15L
10,14.22,10.04,2.3,50.0,67,AgriTech,B2B,38.49,33121,25.36,1,Angel,₹0–3L
15,5.0,-1.31,1.24,50.0,47,Entertainment,Subscription,10.0,32452,44.97,0,Angel,₹0–3L
17,66.87,13.07,6.96,549.87,43,AI/ML,B2B,39.6,250456,23.61,1,Angel,₹0–3L
1,56.34,7.82,8.28,194.95,22,HealthTech,Subscription,54.11,68198,8.21,1,Angel,₹0–3L
17,25.66,6.15,2.45,80.82,16,AI/ML,Subscription,23.13,35255,5.76,0,Angel,₹0–3L
16,74.22,22.28,16.45,215.78,2,AI/ML,B2B2C,142.88,154472,8.72,1,Angel,₹0–3L
0,7.61,0.15,1.67,50.0,70,SaaS,Subscription,10.0,39511,-1.4,1,Angel,₹0–3L
3,55.91,15.05,3.42,148.76,36,SaaS,B2B,67.52,81362,15.04,0,Angel,₹0–3L
19,45.47,-1.22,10.32,186.69,29,Entertainment,Marketplace,101.98,56913,-7.18,1,Angel,₹0–3L
5,83.27,9.37,4.57,283.44,2,AI/ML,B2C,119.48,104877,-17.56,0,Angel,₹0–3L
4,18.89,-6.34,1.0,72.99,23,E-commerce,Subscription,48.45,33649,12.77,0,Angel,₹0–3L
19,14.65,0.05,2.49,157.59,20,HealthTech,B2C,22.73,92865,10.32,1,Angel,₹0–3L
8,30.06,7.02,3.27,77.65,20,SaaS,Marketplace,103.21,26210,2.02,1,Angel,₹0–3L
3,16.51,29.78,2.34,177.46,48,SaaS,B2C,55.94,136945,-6.76,1,Angel,₹0–3L
4,11.04,9.21,1.88,79.3,43,Entertainment,Subscription,31.57,38266,15.11,1,Angel,₹0–3L
7,37.34,27.87,1.2,111.53,5,Entertainment,B2B,125.23,84352,-2.53,1,Angel,₹0–3L
16,19.7,10.65,1.72,73.92,7,EdTech,B2B2C,18.82,51021,8.8,1,Angel,₹0–3L
14,80.38,3.38,10.13,234.11,7,Entertainment,Subscription,217.27,158661,36.76,1,Angel,₹0–3L
19,62.39,26.49,5.07,270.67,85,FinTech,Subscription,82.94,163313,21.98,1,Angel,₹0–3L
12,22.91,13.25,1.0,125.93,77,AgriTech,B2B2C,60.06,77247,-9.43,1,Angel,₹0–3L
14,56.81,0.3,2.27,152.44,18,E-commerce,B2B2C,85.01,94360,-9.1,0,Angel,₹0–3L
3,5.0,13.65,1.02,53.84,2,HealthTech,B2B2C,10.0,33076,13.41,1,Angel,₹0–3L
17,42.07,4.5,9.66,120.33,43,AI/ML,B2B2C,141.71,69413,-10.25,1,Angel,₹0–3L
18,18.74,-15.86,1.03,143.29,41,AgriTech,B2B2C,18.21,113657,-21.35,0,Angel,₹0–3L
7,322.56,19.31,24.94,929.41,47,SaaS,Subscription,879.76,619125,19.59,1,Seed Fund,₹3–15L
13,6.73,21.14,1.14,68.14,58,AgriTech,B2C,16.54,46915,16.58,1,Angel,₹0–3L
0,104.68,30.08,25.07,413.61,51,E-commerce,B2B,133.06,304512,19.27,1,Angel,₹0–3L
1,107.61,13.09,9.57,298.21,12,E-commerce,Subscription,190.11,121616,15.04,1,Angel,₹0–3L
19,38.97,5.03,8.44,180.63,47,SaaS,Marketplace,29.52,61757,9.44,1,Angel,₹0–3L
2,158.23,18.06,21.58,508.28,61,SaaS,Subscription,513.9,275207,1.57,1,Seed Fund,₹3–15L
15,63.86,18.21,15.33,192.57,21,FinTech,Subscription,217.01,107270,19.26,1,Angel,₹0–3L
2,59.98,27.67,3.08,194.89,47,EdTech,B2C,158.58,139263,35.25,1,Angel,₹0–3L
5,53.46,7.48,13.04,143.0,26,HealthTech,B2B2C,161.35,74628,3.1,0,Angel,₹0–3L
7,72.13,6.03,8.76,349.5,89,AgriTech,Marketplace,40.71,204605,-4.81,1,Angel,₹0–3L
11,35.36,-0.58,8.46,319.75,6,AgriTech,B2C,54.06,180188,-7.07,0,Angel,₹0–3L
4,6.39,14.45,1.0,95.78,68,HealthTech,B2B,10.0,30562,-1.8,1,Angel,₹0–3L
4,8.03,-10.58,1.14,58.94,2,HealthTech,Marketplace,16.93,35812,12.16,0,Angel,₹0–3L
2,12.89,17.32,2.64,128.76,84,SaaS,Marketplace,11.43,91934,-20.65,1,Angel,₹0–3L
3,20.79,15.06,3.87,84.77,11,AI/ML,B2C,43.72,32107,17.84,1,Angel,₹0–3L
4,16.29,15.02,2.65,141.96,44,AI/ML,Marketplace,38.99,84772,20.91,1,Angel,₹0–3L
2,22.45,9.66,2.6,352.91,2,E-commerce,Subscription,16.25,210617,-16.17,1,Angel,₹0–3L
9,6.75,26.4,1.36,107.76,6,AgriTech,Subscription,10.0,41173,-2.49,0,Angel,₹0–3L
18,49.12,18.48,11.7,144.03,62,EdTech,B2B2C,20.3,52100,12.73,1,Angel,₹0–3L
7,39.72,0.73,1.0,154.57,65,Entertainment,B2C,108.64,122110,7.91,0,Angel,₹0–3L
5,47.13,0.94,7.31,268.78,45,FinTech,Subscription,64.05,133547,17.87,1,Angel,₹0–3L
6,18.15,-2.55,3.98,50.0,58,AgriTech,Marketplace,18.54,20685,7.67,0,Angel,₹0–3L
5,7.24,14.62,1.23,97.06,66,SaaS,Marketplace,20.19,37431,30.19,1,Angel,₹0–3L
12,67.64,-3.98,13.81,172.07,22,FinTech,Subscription,51.3,109057,4.85,0,Angel,₹0–3L
12,91.35,21.02,20.63,343.8,5,EdTech,B2C,152.28,207902,-2.99,1,Angel,₹0–3L
4,12.01,23.88,2.32,105.18,39,HealthTech,B2C,32.23,65398,-3.96,1,Angel,₹0–3L
5,14.38,-2.54,2.66,50.0,25,EdTech,B2B,30.73,17200,20.82,1,Angel,₹0–3L
9,72.64,5.79,17.57,229.02,49,FinTech,B2C,150.57,171022,10.93,1,Angel,₹0–3L
19,19.05,8.2,4.17,95.13,53,AI/ML,Subscription,15.32,47054,20.19,1,Angel,₹0–3L
9,22.69,18.61,4.71,64.54,22,Entertainment,B2B,19.94,29472,20.75,1,Angel,₹0–3L
15,9.85,27.31,1.0,95.87,57,EdTech,Marketplace,21.32,50922,-18.02,1,Angel,₹0–3L
17,19.25,-12.22,1.44,130.43,56,E-commerce,Subscription,10.0,64566,-8.12,0,Angel,₹0–3L
2,8.04,4.18,1.19,97.19,58,AI/ML,B2B2C,24.77,71123,-4.96,1,Angel,₹0–3L
0,6.19,4.81,1.13,50.0,29,E-commerce,B2B2C,10.0,38231,-1.84,1,Angel,₹0–3L
2,37.14,-8.8,3.33,278.09,59,E-commerce,B2C,60.66,125620,2.96,0,Angel,₹0–3L
18,134.47,2.21,5.58,362.28,53,SaaS,B2B,151.54,265176,25.17,1,Angel,₹0–3L
0,18.11,13.14,1.66,234.17,56,EdTech,B2B,56.24,161758,29.07,1,Angel,₹0–3L
7,13.36,4.66,2.64,66.93,81,E-commerce,Marketplace,31.47,51227,5.99,1,Angel,₹0–3L
18,30.46,-10.53,6.76,128.89,48,AgriTech,B2C,52.99,54504,5.35,0,Angel,₹0–3L
3,53.86,42.5,12.39,147.74,24,HealthTech,B2B,117.03,86940,2.96,1,Angel,₹0–3L
15,90.09,11.22,9.65,225.69,12,EdTech,Subscription,136.69,98687,12.27,1,Angel,₹0–3L
4,74.33,9.36,7.86,236.95,68,FinTech,Marketplace,133.04,168717,13.82,1,Angel,₹0–3L
4,34.6,-5.17,3.93,88.77,48,HealthTech,B2B,49.98,26868,21.67,1,Angel,₹0–3L
1,51.16,11.14,5.45,157.18,81,AI/ML,B2B2C,82.58,91543,22.91,1,Angel,₹0–3L
5,79.13,6.05,13.71,204.4,2,EdTech,B2B2C,103.49,95988,-24.03,0,Angel,₹0–3L
6,122.35,-14.63,12.53,411.2,62,FinTech,B2B,67.1,189702,6.49,0,Angel,₹0–3L
14,18.94,-4.84,1.0,243.02,33,Entertainment,B2B2C,10.0,151270,30.36,1,Angel,₹0–3L
9,49.16,17.55,5.95,257.84,31,FinTech,Subscription,42.14,187125,4.89,1,Angel,₹0–3L
9,43.49,31.34,3.11,157.38,20,EdTech,Marketplace,48.06,95153,29.7,1,Angel,₹0–3L
18,68.81,12.42,1.83,398.35,62,HealthTech,Subscription,216.73,289432,6.44,1,Angel,₹0–3L
15,28.8,21.24,3.7,197.72,55,Entertainment,B2B2C,64.98,85472,14.39,1,Angel,₹0–3L
8,20.48,6.14,1.38,81.23,11,AgriTech,B2B,68.93,45466,-6.54,0,Angel,₹0–3L
7,149.32,7.0,18.54,396.37,44,FinTech,B2B,207.09,208202,-5.91,0,Angel,₹0–3L
18,15.06,21.1,1.26,241.9,57,EdTech,Marketplace,23.87,73979,22.64,1,Angel,₹0–3L
0,34.74,27.96,5.52,108.84,44,EdTech,B2B2C,90.45,62953,25.56,1,Angel,₹0–3L
16,32.14,23.62,7.97,106.1,67,AgriTech,B2B2C,69.08,66922,12.36,1,Angel,₹0–3L
17,70.76,-4.78,10.32,182.66,32,E-commerce,B2B2C,140.75,108854,-8.81,0,Angel,₹0–3L
14,77.12,7.22,13.02,205.25,2,EdTech,B2C,165.18,137135,11.26,1,Angel,₹0–3L
5,53.98,11.34,12.49,170.39,44,SaaS,B2B,117.09,99793,29.8,1,Angel,₹0–3L
16,42.84,4.89,4.54,184.55,44,FinTech,B2B2C,117.83,61524,36.55,1,Angel,₹0–3L
17,59.27,12.67,3.46,487.83,47,Entertainment,Marketplace,144.49,174752,6.31,1,Angel,₹0–3L
18,75.67,17.87,6.44,314.22,67,E-commerce,B2C,254.52,187975,-13.41,1,Angel,₹0–3L
1,53.91,20.05,6.07,169.6,2,FinTech,B2B2C,179.71,74198,24.28,1,Angel,₹0–3L
6,104.26,28.26,17.55,286.84,34,HealthTech,B2B,172.05,97474,8.22,1,Angel,₹0–3L
16,23.51,4.05,1.0,72.04,16,HealthTech,B2C,10.0,37086,24.48,1,Angel,₹0–3L
14,23.21,-8.36,5.02,196.09,9,FinTech,Subscription,10.0,113172,13.52,0,Angel,₹0–3L
15,136.87,12.33,5.13,526.64,38,SaaS,Marketplace,95.02,244556,-2.22,1,Angel,₹0–3L
16,21.18,30.61,4.81,127.4,57,SaaS,B2B,11.43,84114,13.42,1,Angel,₹0–3L
2,5.0,2.28,1.19,81.99,47,AI/ML,Subscription,10.0,50991,29.81,1,Angel,₹0–3L
9,11.29,16.24,2.8,94.02,22,AI/ML,B2B,10.0,43853,9.12,1,Angel,₹0–3L
5,6.2,16.35,1.28,69.22,36,AI/ML,Marketplace,14.27,46890,-4.16,1,Angel,₹0–3L
1,29.56,10.3,1.56,85.68,63,FinTech,B2B2C,26.85,53496,-12.97,1,Angel,₹0–3L
10,16.09,8.09,2.93,114.51,57,EdTech,Subscription,31.28,70848,-0.91,1,Angel,₹0–3L
7,8.3,-3.08,1.0,55.48,26,E-commerce,Subscription,10.0,31998,3.59,0,Angel,₹0–3L
13,57.91,-19.37,13.11,150.04,24,EdTech,B2C,170.77,45867,20.69,0,Angel,₹0–3L
11,50.99,-5.33,4.73,279.11,2,AgriTech,B2B2C,142.55,180931,-7.26,0,Angel,₹0–3L
19,5.0,3.32,1.0,78.62,29,FinTech,Marketplace,10.0,38366,33.58,1,Angel,₹0–3L
6,64.2,21.19,14.83,429.88,2,AgriTech,B2C,206.33,331566,-8.29,1,Angel,₹0–3L
17,19.47,6.77,1.0,212.21,91,SaaS,Subscription,17.41,150451,45.54,1,Angel,₹0–3L
4,26.25,1.78,1.7,305.33,18,AgriTech,B2B,76.26,181321,36.03,1,Angel,₹0–3L
5,7.22,-2.69,1.0,93.65,67,EdTech,Marketplace,14.78,39901,11.89,0,Angel,₹0–3L
12,69.55,15.9,12.6,269.93,85,SaaS,B2C,94.21,108474,-13.39,1,Angel,₹0–3L
1,8.04,24.3,1.36,69.11,45,AgriTech,B2B2C,10.0,32493,11.19,1,Angel,₹0–3L
18,48.83,20.77,8.49,276.77,37,HealthTech,B2B,41.42,148978,5.93,1,Angel,₹0–3L
7,58.87,15.29,13.09,167.38,6,E-commerce,B2C,180.21,74993,-7.84,1,Angel,₹0–3L
10,43.4,-9.7,2.08,218.61,27,FinTech,Marketplace,97.3,121865,13.56,0,Angel,₹0–3L
15,24.15,3.79,3.38,65.18,80,Entertainment,B2B,25.56,24941,-2.04,1,Angel,₹0–3L
0,17.79,31.37,3.32,79.32,48,E-commerce,B2C,33.56,62569,1.89,1,Angel,₹0–3L
15,42.74,21.47,7.11,225.44,40,SaaS,B2C,27.57,79797,8.73,1,Angel,₹0–3L
11,23.89,-10.44,2.94,76.41,72,AI/ML,Marketplace,14.72,58530,0.51,0,Angel,₹0–3L
16,15.52,7.34,1.0,205.25,57,AI/ML,B2B2C,49.74,155333,41.78,1,Angel,₹0–3L
8,5.0,12.36,1.0,57.0,36,SaaS,B2B,10.0,32071,2.99,1,Angel,₹0–3L
5,74.76,-1.13,3.54,268.73,45,HealthTech,B2C,108.93,178024,16.52,1,Angel,₹0–3L
6,13.81,-19.71,1.37,62.63,20,FinTech,Marketplace,46.07,32443,10.54,1,Angel,₹0–3L
12,71.36,9.2,3.36,218.46,25,AI/ML,B2C,112.52,134357,16.06,1,Angel,₹0–3L
16,85.25,-1.43,10.06,229.97,34,E-commerce,Marketplace,117.3,108151,16.32,1,Angel,₹0–3L
9,16.94,-1.4,1.04,91.13,53,SaaS,Marketplace,19.88,41060,23.1,1,Angel,₹0–3L
10,57.71,3.76,11.5,223.06,8,E-commerce,B2C,121.67,131405,14.31,1,Angel,₹0–3L
13,40.11,6.41,8.84,178.09,41,HealthTech,Marketplace,83.72,97784,13.91,1,Angel,₹0–3L
16,40.06,7.9,4.39,101.78,30,Entertainment,B2B,14.09,60026,11.54,1,Angel,₹0–3L
15,24.97,-2.6,3.44,73.26,17,AgriTech,Marketplace,59.76,32478,7.71,0,Angel,₹0–3L
4,18.46,5.36,4.42,50.0,30,AI/ML,B2B2C,52.09,24173,-3.23,1,Angel,₹0–3L
17,26.35,-13.08,3.77,189.57,2,EdTech,B2B2C,59.85,64823,8.0,0,Angel,₹0–3L
10,16.02,11.74,3.99,50.0,21,Entertainment,Marketplace,49.4,16306,14.6,1,Angel,₹0–3L
9,22.67,-26.27,1.19,158.66,12,Entertainment,B2B,26.86,67703,13.84,0,Angel,₹0–3L
5,15.19,4.53,3.32,123.42,33,AI/ML,Subscription,13.89,41607,13.08,1,Angel,₹0–3L
9,90.84,19.05,12.21,238.75,2,HealthTech,Subscription,229.95,84011,8.09,1,Angel,₹0–3L
10,6.82,-4.71,1.0,120.13,44,AI/ML,B2B,10.0,84867,8.75,1,Angel,₹0–3L
0,45.71,16.61,11.14,117.85,62,SaaS,B2B2C,27.04,37644,3.08,1,Angel,₹0–3L
4,25.33,21.88,6.13,247.72,37,Entertainment,Marketplace,15.43,155934,16.52,1,Angel,₹0–3L
1,63.2,-30.0,6.84,187.64,52,FinTech,B2C,174.36,81864,4.18,0,Angel,₹0–3L
10,27.14,6.19,6.5,185.18,27,HealthTech,Marketplace,10.64,136247,13.22,1,Angel,₹0–3L
13,35.61,-26.5,1.87,206.13,2,Entertainment,Marketplace,43.66,111822,22.8,0,Angel,₹0–3L
12,6.38,6.58,1.12,50.66,40,SaaS,Subscription,10.0,22937,-0.09,1,Angel,₹0–3L
10,64.26,7.93,4.12,252.08,57,Entertainment,Marketplace,174.52,140867,19.61,1,Angel,₹0–3L
5,39.15,-21.78,3.0,227.86,6,SaaS,Subscription,74.83,111874,8.68,0,Angel,₹0–3L
1,20.4,31.1,4.07,72.84,28,SaaS,B2C,19.54,42406,42.91,1,Angel,₹0–3L
18,6.94,11.43,1.0,125.1,33,EdTech,Marketplace,18.75,44695,7.71,0,Angel,₹0–3L
8,10.47,-2.19,1.0,144.39,111,E-commerce,B2B,28.29,115290,20.25,1,Angel,₹0–3L
17,11.47,25.59,1.32,135.08,45,SaaS,Marketplace,22.63,69265,12.36,1,Angel,₹0–3L
13,36.87,-13.54,2.67,187.49,2,Entertainment,B2B,43.61,88889,-11.95,0,Angel,₹0–3L
12,135.49,-6.72,24.0,404.22,2,AI/ML,Subscription,294.83,264805,1.63,0,Seed Fund,₹0–3L
11,114.2,-19.56,7.39,316.47,58,SaaS,Marketplace,375.42,152523,21.58,1,Seed Fund,₹3–15L
11,8.04,29.61,1.72,59.23,102,AgriTech,Subscription,10.0,42447,5.98,1,Angel,₹0–3L
12,57.59,12.0,4.69,229.4,32,E-commerce,B2B,66.47,120922,-22.3,0,Angel,₹0–3L
6,120.0,15.94,13.25,376.25,31,SaaS,Subscription,145.42,248241,10.86,1,Angel,₹0–3L
15,29.4,11.62,2.6,194.56,50,HealthTech,B2B2C,68.25,68822,-5.42,0,Angel,₹0–3L
16,61.52,14.9,10.34,318.52,20,E-commerce,B2B,146.65,230309,13.22,1,Angel,₹0–3L
8,141.68,8.97,6.13,607.04,2,AgriTech,Subscription,136.04,405414,34.01,1,Angel,₹0–3L
13,29.54,11.26,3.84,303.87,65,AgriTech,Marketplace,29.29,123327,22.48,1,Angel,₹0–3L
8,10.44,9.29,1.01,176.71,24,AgriTech,Subscription,34.15,65850,33.82,1,Angel,₹0–3L
5,31.92,0.7,7.13,308.45,66,AgriTech,B2C,86.82,141315,1.64,0,Angel,₹0–3L
0,44.25,7.45,1.63,164.26,20,FinTech,B2B,145.57,129438,8.47,1,Angel,₹0–3L
19,11.43,11.29,2.41,150.92,43,AgriTech,Subscription,33.79,64655,-4.73,1,Angel,₹0–3L
0,13.51,9.33,1.0,116.05,61,HealthTech,B2B2C,21.43,61281,0.52,1,Angel,₹0–3L
18,74.6,-9.71,3.01,443.36,66,HealthTech,B2C,51.48,139663,-4.71,0,Angel,₹0–3L
14,6.47,-8.14,1.0,83.69,45,AI/ML,B2B,14.96,41728,-10.28,0,Angel,₹0–3L
16,50.8,21.01,2.22,433.83,44,Entertainment,B2C,72.46,254078,32.24,1,Angel,₹0–3L
19,77.7,4.34,10.86,210.59,55,SaaS,Marketplace,129.08,163534,-21.02,0,Angel,₹0–3L
7,5.0,15.02,1.24,55.73,51,HealthTech,B2B2C,10.0,31116,31.8,1,Angel,₹0–3L
2,53.5,-5.09,1.49,191.97,7,FinTech,Marketplace,176.39,136215,28.27,0,Angel,₹0–3L
11,9.23,-9.68,1.16,50.0,8,AI/ML,Subscription,10.0,28678,16.69,0,Angel,₹0–3L
14,65.63,-2.11,7.14,229.95,2,FinTech,B2C,60.25,73673,-6.89,0,Angel,₹0–3L
17,70.62,5.35,6.93,275.8,59,EdTech,Marketplace,158.56,126177,-13.29,1,Angel,₹0–3L
12,12.57,0.02,1.21,98.04,30,AI/ML,Subscription,39.32,57624,1.78,1,Angel,₹0–3L
4,56.07,23.54,12.66,161.82,60,HealthTech,B2B2C,181.54,125458,21.34,1,Angel,₹0–3L
16,129.49,10.19,3.16,582.84,50,HealthTech,Marketplace,270.36,425218,10.89,1,Seed Fund,₹3–15L
2,35.2,30.2,6.98,104.17,14,HealthTech,B2C,14.45,43142,-3.14,0,Angel,₹0–3L
18,13.59,12.86,1.06,70.72,36,EdTech,Marketplace,19.85,29000,28.29,1,Angel,₹0–3L
5,165.24,-20.91,17.87,418.7,28,FinTech,B2B2C,535.41,167727,33.52,1,Seed Fund,₹3–15L
16,187.42,20.72,21.86,586.29,24,HealthTech,Subscription,356.06,446311,8.33,1,Seed Fund,₹3–15L
